Chunk ID,Concept ID,Source Page,Chunk Text Content
CH064,C001,70,"JAVA PROGRAMMING Page 63        Hierarchy of Collection Framework                                      Java ArrayList class  Java ArrayList class uses a dynamic array for storing the elements. It inherits AbstractList class  and implements List interface.   The important points about Java ArrayList class are:    o Java ArrayList class can contain duplicate elements.  o Java ArrayList class maintains insertion order.  o Java ArrayList class is non synchronized.  o Java ArrayList allows random access because array works at the index basis.  o In Java ArrayList class, manipulation is slow because a lot of shifting needs to be occurred  if any element is removed from the array list."
CH065,C001,71,"JAVA PROGRAMMING Page 64    Ravi  Vijay  Ravi  Ajay        ArrayList class declaration    Let's see the declaration for java.util.ArrayList  class.    Constructors of Java ArrayList        Constructor Description  ArrayList() It is used to build an empty array list.  ArrayList(Collection  c)  It is used to build an array list that is initialized with the  elements of the collection c.  ArrayList(int  capacity)  It is used to build an array list that has the specified  initial capacity.  Java ArrayList Example  import java.util.*;  class TestCollection1{  public static void main(String args[]){  ArrayList<String> list=new ArrayList<String>();//Creating arraylist  list.add(""Ravi"");//Adding object in arraylist  list.add(""Vijay"");  list.add(""Ravi"");  list.add(""Ajay"");  //Traversing list through Iterator  Iterator itr=list.iterator();  while(itr.hasNext()){  System.out.println(itr.next()); } }}"
CH066,C001,72,"JAVA PROGRAMMING Page 65        vector    ArrayList and Vector both implements List interface and maintains insertion order.    But there are many differences between ArrayList and Vector classes that are given below.    ArrayList Vector  1) ArrayList is not synchronized. Vector is synchronized.  2)ArrayList increments 50% of  current array size if number of  element exceeds from its  capacity.  Vector increments 100% means doubles the array  size if total number of element exceeds than its  capacity.  3)ArrayList is not a legacy class,  it is introduced in JDK 1.2.  Vector is a legacy class.  4) ArrayList is fast because it is  non-synchronized.  Vector is slow because it is synchronized i.e. in  multithreading environment, it will hold the  other  threads in runnable or non -runnable state until  current thread releases the lock of object.   5) ArrayLis tuses Iterator interface  to traverse the elements.  Vector uses Enumeration interface to traverse the  elements. But it can use Iterator also.      Example of Java Vector    Let's see a simple example of java Vector class that uses Enumeration interface.    1. import java.util.*;  2. class TestVector1{  3. public static void main(String args[]){  4. Vector<String> v=new Vector<String>();//creating vector  5. v.add(""umesh"");//method of Collection  6. v.addElement(""irfan"");//method of Vector  7. v.addElement(""kumar"");  8. //traversing elements using Enumeration"
CH067,C001,73,"JAVA PROGRAMMING Page 66    umesh  irfan  kumar        9. Enumeration e=v.elements();  10. while(e.hasMoreElements()){  11. System.out.println(e.nextElement());  12. } } }    Output:      Java Hashtable class    Java Hashtable class implements a hashtable, which maps keys to values. It inherits Dictionary  class and implements the Map interface.     The important points about Java Hashtable class are:    o A Hashtable is an array of list. Each list is known as a bucket. The position of bucket is  identified by calling the hashcode() method. A Hashtable contains values based on the   key.  o It contains only unique elements.  o It may have not have any null key or value.  o It is synchronized.  Hashtable class declaration    Let's see the declaration for java.util.Hashtable class.    1. public class Hashtable<K,V> extends Dictionary<K,V> implements Map<K,V>, Cloneable, Ser  ializable  Hashtable class Parameters    Let's see the Parameters for java.util.Hashtable class.    o K: It is the type of keys maintained by this map.  o V: It is the type of mapped values."
CH068,C001,74,"JAVA PROGRAMMING Page 67    103 Rahul  102 Ravi  101 Vijay  100 Amit      Constructors of Java Hashtable class    Constructor      Description  Hashtable() It is the default constructor of hash table it instantiates the  Hashtable class.  Hashtable(int size) It is used to accept an integer parameter and creates a hash table  that has an initial size specified by integer value size.  Hashtable(int  fillRatio)  size, float It is used to create a hash table that has an initial size specified by  size and a fill ratio specified by fillRatio.  Java Hashtable Example  import java.util.*;  class TestCollection16{  public static void main(String args[]){  Hashtable<Integer,String> hm=new Hashtable<Integer,String>();  hm.put(100,""Amit"");  hm.put(102,""Ravi"");  hm.put(101,""Vijay"");  hm.put(103,""Rahul"");  for(Map.Entry m:hm.entrySet()){  System.out.println(m.getKey()+"" ""+m.getValue());  } } }    Output:    Stack    Stack is a subclass of Vector that implements a standard last-in, first-out stack.    Stack only defines the default constructor, which creates an empty stack. Stack includes all the  methods defined by Vector, and adds several of its own."
CH069,C001,75,"JAVA PROGRAMMING Page 68    import java.util.*;  public class StackDemo {  static void showpush(Stack st, int a) {  st.push(new Integer(a));  System.out.println(""push("" + a + "")"");  System.out.println(""stack: "" + st);}  static void showpop(Stack st) {  System.out.print(""pop -> "");  Integer a = (Integer) st.pop();  System.out.println(a);  System.out.println(""stack: "" + st); }  public static void main(String args[]) {  Stack st = new Stack();  System.out.println(""stack: "" + st);  showpush(st, 42);  showpush(st, 66);  showpush(st, 99);  showpop(st);  showpop(st);  showpop(st);  try {  showpop(st);  } catch (EmptyStackException e) {  System.out.println(""empty stack"");          Example  The following program illustrates several of the methods supported by this collection −        Stack( )"
CH070,C001,76,"JAVA PROGRAMMING Page 69    stack: [ ]  push(42)  stack: [42]  push(66)  stack: [42, 66]  push(99)  stack: [42, 66, 99]  pop -> 99  stack: [42, 66]  pop -> 66  stack: [42]  pop -> 42  stack: [ ]  pop -> empty stack          This will produce the following result −  Output    Enumeration  The Enumeration Interface    The Enumeration interface defines the methods by which you can enumerate (obtain one at a  time) the elements in a collection of objects.  The methods declared by Enumeration are summarized in the following table −    Sr.No. Method & Description     1 boolean hasMoreElements( )  When implemented, it must return true while there are still more elements to extract, and  false when all the elements have been enumerated.    2 Object nextElement( )    This returns the next object in the enumeration as a generic Object reference.        Example  }}}"
CH071,C001,77,"JAVA PROGRAMMING Page 70    import java.util.Vector;  import java.util.Enumeration;  public class EnumerationTester {    public static void main(String args[]) {  Enumeration days;  Vector dayNames = new Vector();  dayNames.add(""Sunday"");  dayNames.add(""Monday"");  dayNames.add(""Tuesday"");  dayNames.add(""Wednesday"");  dayNames.add(""Thursday"");  dayNames.add(""Friday"");  dayNames.add(""Saturday"");  days = dayNames.elements();  while (days.hasMoreElements()) {  System.out.println(days.nextElement());    } }}  Sunday  Monday  Tuesday  Wednesday  Thursday  Friday  Saturday        Following is an example showing usage of Enumeration.    This will produce the following result −    Output  Iterator"
CH072,C001,78,"JAVA PROGRAMMING Page 71    // Returns true if the iteration has more elements  public boolean hasNext();    // Returns the next element in the iteration  // It throws NoSuchElementException if no more  // element present  public Object next();  // Remove the next element in the iteration  // This method can be called only once per call  // to next()    public void remove();  // Here ""c"" is any Collection object. itr is of  // type Iterator interface and refers to ""c""  Iterator itr = c.iterator();      It is a universal iterator as we can apply it to any Collection object. By using Iterator, we can  perform both read and remove operations. It is improved version of Enumeration with additional  functionality of remove-ability of a element.  Iterator must be used whenever we want to enumerate elements in all Collection framework  implemented interfaces like Set, List, Queue, Deque and also in all implemented classes of Map  interface. Iterator is the  only cursor available for entire collection framework.   Iterator object can be created by calling iterator() method present in Collection interface.  Iterator interface defines three methods:                                remove() method can throw two exceptions   UnsupportedOperationException : If the remove operation is not supported by this iterator   IllegalStateException : If the next method has not yet been called, or the remove method  has already been called after the last call to the next method  Limitations of Iterator:   Only forward direction iterating is possible.   Replacement and addition of new element is not supported by Iterator.    StringTokenizer in Java    The java.util.StringTokenizer class allows you to break a string into tokens. It is simple way to  break string.    It doesn't provide the facility to differentiate numbers, quoted strings, identifiers etc.    Constructors of StringTokenizer class    There are 3 constructors defined in the StringTokenizer class."
CH073,C001,79,"JAVA PROGRAMMING Page 72      Constructor Description              StringTokenizer(String str) creates StringTokenizer with specified string.  StringTokenizer(String str,  String delim)  creates StringTokenizer with specified string and  delimeter.  StringTokenizer(String  str,  String delim, boolean  returnValue)  creates StringTokenizer with specified string, delimeter  and returnValue. If return value is true, delimiter  characters are considered to be tokens. If it is false,  delimiter characters serve to separate tokens.    Methods of StringTokenizer class    The 6 useful methods of StringTokenizer class are as follows:      Public method Description  boolean hasMoreTokens() checks if there is more tokens available.  String nextToken() returns the next token from the StringTokenizer object.  String nextToken(String delim) returns the next token based on the delimeter.  boolean hasMoreElements() same as hasMoreTokens() method.  Object nextElement() same as nextToken() but its return type is Object.  int countTokens() returns the total number of tokens.  Simple example of StringTokenizer class    Let's see the simple example of StringTokenizer class that tokenizes a string ""my name is khan""  on the basis of whitespace.    import java.util.StringTokenizer;  public class Simple{  public static void main(String args[]){"
CH074,C001,80,"JAVA PROGRAMMING Page 73    Output:my  name  is  khan  Output:Next token is : my        StringTokenizer st = new StringTokenizer(""my name is khan"","" "");  while (st.hasMoreTokens()) {  System.out.println(st.nextToken());  } } }  Example of nextToken(String delim) method of StringTokenizer class  import java.util.*;  public class Test {  public static void main(String[] args) {  StringTokenizer st = new StringTokenizer(""my,name,is,khan"");  // printing next token  System.out.println(""Next token is : "" + st.nextToken("",""));  } }        java.util.Random   For using this class to generate random numbers, we have to first create an  instance of this  class and then invoke methods such as nextInt(), nextDouble(), nextLong() etc using that  instance.   We can generate random numbers of types integers, float, double, long, booleans using this  class.   We can pass arguments to the methods for placing an upper bound on the range of the  numbers to be generated. For example, nextInt(6) will  generate numbers in the range 0 to 5  both inclusive.  // A Java program to demonstrate random number generation  // using java.util.Random;  import java.util.Random;    public class generateRandom{    public static void main(String args[])  {  // create instance of Random class  Random rand = new Random();    // Generate random integers in range 0 to 999  int rand_int1 = rand.nextInt(1000);  int rand_int2 = rand.nextInt(1000);"
CH075,C001,81,"// Print random integers  System.out.println(""Random Integers: ""+rand_int1);  System.out.println(""Random Integers: ""+rand_int2);    // Generate Random doubles  double rand_dub1 = rand.nextDouble();  double rand_dub2 = rand.nextDouble();    // Print random doubles  System.out.println(""Random Doubles: ""+rand_dub1);  System.out.println(""Random Doubles: ""+rand_dub2);  }}  Output:    Random Integers: 547  Random Integers: 126  Random Doubles: 0.8369779739988428  Random Doubles: 0.5497554388209912  Java Scanner class    There are various  ways to read input from the keyboard,  the java.util.Scanner class is  one of them.  The Java Scanner class breaks the input into tokens using a delimiter that is whitespace  bydefault. It provides many methods to read and parse various primitive values.    Java Scanner class is widely used to parse text for string and primitive types using regular  expression.    Java Scanner class extends Object class and implements Iterator and Closeable interfaces.    Commonly used methods of Scanner class    There is a list of commonly used Scanner class methods:      Method Description    public String next() it returns the next token from the scanner.  public String nextLine() it moves the scanner position to the next line and returns the value  as a string.  public byte nextByte() it scans the next token as a byte.      JAVA PROGRAMMING Page 74"
CH076,C001,82,"JAVA PROGRAMMING Page 75   Enter your rollno  111  Enter your name  Ratan  Enter  450000  Rollno:111 name:Ratan fee:450000      public short nextShort() it scans the next token as a short value.  public int nextInt() it scans the next token as an int value.  public long nextLong() it scans the next token as a long value.  public float nextFloat() it scans the next token as a float value.  public double  nextDouble()  it scans the next token as a double value.    Java Scanner Example to get input from console    Let's see the simple example of the Java Scanner class which reads the int, string and double  value as an input:    import java.util.Scanner;  class ScannerTest{  public static void main(String args[]){  Scanner sc=new Scanner(System.in);  System.out.println(""Enter your rollno"");  int rollno=sc.nextInt();  System.out.println(""Enter your name"");  String name=sc.next();  System.out.println(""Enter your fee"");  double fee=sc.nextDouble();  System.out.println(""Rollno:""+rollno+"" name:""+name+"" fee:""+fee);  sc.close();  } } Output:"
CH077,C001,83,"JAVA PROGRAMMING Page 76   The current date is : Thu Jan 19 18:47:02 IST 2017  15 days ago: Wed Jan 04 18:47:02 IST 2017  4 months later: Thu May 04 18:47:02 IST 2017  2 years later: Sat May 04 18:47:02 IST 2019    Java Calendar Class    Java Calendar class is an abstract class that provides methods for converting date between a  specific instant in time and a set of calendar fields such as MONTH, YEAR, HOUR, etc. It  inherits Object class and implements the Comparable interface.   Java Calendar class declaration    Let's see the declaration of java.util.Calendar class.    1. public abstract class Calendar extends Object  2. implements Serializable, Cloneable, Comparable<Calendar>    Java Calendar Class Example    import java.util.Calendar;  public class CalendarExample1 {  public static void main(String[] args) {  Calendar calendar = Calendar.getInstance();  System.out.println(""The current date is : "" + calendar.getTime());  calendar.add(Calendar.DATE, -15);  System.out.println(""15 days ago: "" + calendar.getTime());  calendar.add(Calendar.MONTH, 4);  System.out.println(""4 months later: "" + calendar.getTime());  calendar.add(Calendar.YEAR, 2);  System.out.println(""2 years later: "" + calendar.getTime());  } }    Output:"
CH078,C001,84,"JAVA PROGRAMMING Page 77   import java.io.*;  public class CopyFile {  public static void main(String args[]) throws IOException {  FileInputStream in = null;  FileOutputStream out = null;  try {  in = new FileInputStream(""input.txt"");    out = new FileOutputStream(""output.txt"");  int c;  while ((c = in.read()) != -1) {        Java - Files and I/O  The java.io package contains nearly every class you might ever need to perform input and output   (I/O) in Java. All these streams represent an input source and an output destination. The stream  in the java.io package supports many data such as primitives, object, localized characters, etc.  Stream  A stream can be defined as a sequence of data. There are two kinds of Streams −     InPutStream − The InputStream is used to read data from a source.     OutPutStream − The OutputStream is used for writing data to a destination.      Java provides strong but flexible support for I/O related to files and networks but this tutorial  covers very basic functionality related to streams and I/O. We will see the most commonly used  examples one by one −   Byte Streams  Java byte streams are used to perform input and output of 8 -bit bytes. Though there are many  classes  related  to  byte  streams  but  the  most  frequently  used   classes  are, FileInputStream and FileOutputStream . Following is an example which makes use of  these two classes to copy an input file into an output file  −  Example"
CH079,C001,85,"JAVA PROGRAMMING Page 78   This is test for copy file.  import java.io.*;  public class CopyFile {  public static void main(String args[]) throws IOException {          Now let's have a file input.txt with the following content −    As a next step, compile the above program and execute it, which will result in creating output.txt  file with the same content as we have in input.txt. So let's put the above code in CopyFile.java  file and do the following −    Character Streams  Java Byte streams are used  to  perform  input  and  output  of  8-bit  bytes,  whereas  Java Character streams are used to perform input and output for 16 -bit unicode. Though there  are many classes related to character streams but  the  most  frequently  used  classes  are, FileReader and FileWriter. Though internally FileReader uses FileInputStream and  FileWriter uses FileOutputStream but here the major difference is that FileReader reads two  bytes at a time and FileWriter writes two bytes at a time.   We can re-write the above example, which makes the use of these two classes to copy an input  file (having unicode characters) into an output file −  Example    $javac CopyFile.java  $java CopyFile  out.write(c);  }    }finally {  if (in != null) {  in.close();    }    if (out != null) {  out.close();  }} }}"
CH080,C001,87,"JAVA PROGRAMMING Page 80   public class ReadConsole {    public static void main(String args[]) throws IOException {  InputStreamReader cin = null;  try {    cin = new InputStreamReader(System.in);  System.out.println(""Enter characters, 'q' to quit."");  char c;  do {  c = (char) cin.read();  System.out.print(c);  } while(c != 'q');  }finally {    if (cin != null) {  cin.close();    } } }}  $javac ReadConsole.java  $java ReadConsole         Standard Output − This is used to output the data produced by the user's program and  usually a computer screen is used  for  standard  output  stream and  represented  as System.out.   Standard Error − This is used to output the error data produced by the user's program  and usually a computer screen is used for standard error stream and represented  as System.err.  Following is a simple program, which creates InputStreamReader to read standard input stream  until the user types a ""  Example  import java.io.*;    This program continues to read and output the same character until we press 'q' −"
CH081,C001,88,"JAVA PROGRAMMING Page 81   InputStream f = new FileInputStream(""C:/java/hello"");          Reading and Writing Files  As described earlier, a stream can be defined as a sequence of data. The InputStream is used to  read data from a source  and the OutputStream is used for writing data to a destination.   Here is a hierarchy of classes to deal with Input and Output streams.                                                The two important streams are FileInputStream and FileOutputStream    FileInputStream  This stream is used for reading data from the files. Objects can be created using the  keyword new and there are several types of constructors available.  Following constructor takes a file name as a string to create an input stream object to read the  file −  Enter characters, 'q' to quit.  1  1  e  e  q  q"
CH082,C001,89,"JAVA PROGRAMMING Page 82     public class fileStreamTest {    public static void main(String args[]) {  try {  File f = new File(""C:/java/hello"");  InputStream f = new FileInputStream(f);  OutputStream f = new FileOutputStream(""C:/java/hello"")        Following constructor takes a file object to create an input stream object to read the file. First we  create a file object using File() method as follows −  Once you have InputStream object in hand, then there is a list of helper methods which can be  used to read to stream or to do other operations on the stream.   ByteArrayInputStream     DataInputStream  FileOutputStream  FileOutputStream is used to create a file and write data into it. The stream would create a file, if  it doesn't already exist, before opening it for output.   Here are two constructors which can be used to create a FileOutputStream object.    Following constructor takes a file name as a string to create an input stream object to write the  file −  Following constructor takes a file object to create an output stream object to write the file. First,  we create a file object using File() method as follows −    Once you have OutputStream object in hand, then there is a list of helper methods, which can be  used to write to stream or to do other operations on the stream.   ByteArrayOutputStream   DataOutputStream    Example  Following is the example to demonstrate InputStream and OutputStream −  import java.io.*;  File f = new File(""C:/java/hello"");  OutputStream f = new FileOutputStream(f);"
CH083,C001,90,"JAVA PROGRAMMING Page 83   byte bWrite [] = {11,21,3,40,5};  OutputStream os = new FileOutputStream(""test.txt"");  for(int x = 0; x < bWrite.length ; x++) {  os.write( bWrite[x] ); // writes the bytes}  os.close();  InputStream is = new FileInputStream(""test.txt"");  int size = is.available();  for(int i = 0; i < size; i++) {  System.out.print((char)is.read() + "" ""); }  is.close();  } catch (IOException e) {  System.out.print(""Exception"");  } }}          Java.io.RandomAccessFile Class  The Java.io.RandomAccessFile class file behaves like a large array of bytes stored in the file  system.Instances of this class support both reading and writing to a random access file.  Class declaration  Following is the declaration for Java.io.RandomAccessFile class −      Class constructors  S.N      Constructor & Description      1 RandomAccessFile(File file, String mode)  This creates a random access file stream to read from, and optionally to write to, the file  specified by the File argument.  public class RandomAccessFile  extends Object  implements DataOutput, DataInput, Closeable"
CH084,C001,91,"JAVA PROGRAMMING Page 84   File a = new File(""/usr/local/bin/geeks"");      2 RandomAccessFile(File file, String mode)  This creates a random access file stream to read from, and optionally to write to, a file with  the specified name.  Methodsinherited  This class inherits methods from the following classes −     Java.io.Object        Java.io.File Class in Java  The File class is Java’s representation of a file or directory path name. Because file and directory   names have different formats on different platforms, a simple string is not adequate to name them.  The File class contains several methods for working with the path name, deleting and renaming  files, creating new directories, listing the contents of a directory, and determining several  common attributes of files and directories.   It is an abstract representation of file and directory pathnames.   A pathname, whether abstract or in string form can be either absolute or relative. The parent  of an abstract pathname may be obtained by invoking the getParent() method of this class.   First of all, we should create the File class object by passing the filename or directory name  to it. A file system may implement restrictions to certain operations on the actual file-  system object, such  as reading, writing, and  executing. These restrictions  are collectively  known as access permissions.   Instances of the File class are immutable; that is, once created, the abstract pathname  represented by a File object will never change.   How to create a File Object?  A File object is created by passing in a String that represents the name of a file, or a String or  another File object. For example,    defines an abstract file name for the geeks file in directory /usr/local/bin. This is an absolute  abstract file name.  Program to check if a file or directory physically exist or not.  // In this program, we accepts a file or directory name from  // command line arguments. Then the program will check if  // that file or directory physically exist or not and  // it displays the property of that file or directory.  *import java.io.File;    // Displaying file property  class fileProperty  {  public static void main(String[] args) {"
CH085,C001,92,"JAVA PROGRAMMING Page 85   File name :file.txt  Path: file.txt  Absolute path:C:\Users\akki\IdeaProjects\codewriting\src\file.txt  Parent:null  Exists :true  Is writeable:true  Is readabletrue  Is a directory:false  File Size in bytes 20      //accept file name or directory name through command line args  String fname =args[0];    //pass the filename or directory name to File object  File f = new File(fname);    //apply File class methods on File object  System.out.println(""File name :""+f.getName());  System.out.println(""Path: ""+f.getPath());  System.out.println(""Absolute path:"" +f.getAbsolutePath());  System.out.println(""Parent:""+f.getParent());  System.out.println(""Exists :""+f.exists());   if(f.exists())  {  System.out.println(""Is writeable:""+f.canWrite());  System.out.println(""Is readable""+f.canRead());  System.out.println(""Is a directory:""+f.isDirectory());  System.out.println(""File Size in bytes ""+f.length());  }  }  }    Output:    Connceting to DB    Whatis JDBCDriver?  JDBC drivers implement the defined interfaces in the JDBC API, for interacting with your  database server.  For example, using JDBC drivers enable you to open database connections and to interact with it  by sending SQL or database commands then receiving results with Java."
CH086,C001,93,"JAVA PROGRAMMING Page 86         The Java.sql package that ships with JDK, contains various classes with their behaviours defined  and their actual implementaions are done in third-party drivers. Third party vendors implements  the java.sql.Driver interface in their database driver.  JDBC Drivers Types  JDBC driver implementations v ary because of the wide variety of operating systems and  hardware platforms in which Java operates. Sun has divided the implementation types into four  categories, Types 1, 2, 3, and 4, which is explained below −   Type 1: JDBC-ODBCBridge Driver  In a Type 1 driver, a JDBC bridge is used to access ODBC drivers installed on each client  machine. Using ODBC, requires configuring on your system a Data Source Name (DSN) that  represents the target database.   When Java first came out, this was a useful driver because most databases only supported ODBC  access but now this type of driver is recommended only for experimental use or when no other  alternative is available.                                The JDBC-ODBC Bridge that comes with  JDK 1.2 is a good example of this kind of driver.  Type 2: JDBC-Native API  In a Type 2 driver, JDBC API  calls are converted into native C/C++ API  calls, which are  unique  to the database. These drivers are typically provided by the database vendors and used in the  same manner as the JDBC -ODBC Bridge. The vendor -specific driver must be installed on each  client machine."
CH087,C001,96,"JAVA PROGRAMMING Page 89         The type 1 driver is not considered a deployment-level driver, and is typically used for  development and testing purposes only.  Example to connect to the mysql database in java    For connecting java application with the mysql database, you need to follow 5 steps to perform  database connectivity.    In this example we are using MySql as the database. So we need to know following informations  for the mysql database:     1. Driver class: The driver class for the mysql database is com.mysql.jdbc.Driver.  2. Connection   URL: The   connection   URL   for   the   mysql   database  is jdbc:mysql://localhost:3306/sonoo where jdbc is the API, mysql is the database,  localhost is the server name on which mysql is running, we may also use IP address, 3306  is the port number and sonoo is the database name. We may use any database, in such  case, you need to replace the sonoo with your database name.  3. Username: The default username for the mysql database is root.  4. Password: Password is given by the user at the time of installing the mysql database. In   this example, we are going to use root as the password.    Let's first create a table in the mysql database, but before creating table, we need to create  database first.    1. create database sonoo;  2. use sonoo;  3. create table emp(id int(10),name varchar(40),age int(3));  Example to Connect Java Application with mysql database  In this example, sonoo is the database name, root is the username and password.    import java.sql.*;  class MysqlCon{  public static void main(String args[]){  try{  Class.forName(""com.mysql.jdbc.Driver"");  Connection con=DriverManager.getConnection(  ""jdbc:mysql://localhost:3306/sonoo"",""root"",""root"");  //here sonoo is database name, root is username and password"
CH088,C001,97,"JAVA PROGRAMMING Page 90         Statement stmt=con.createStatement();  ResultSet rs=stmt.executeQuery(""select * from emp"");  while(rs.next())  System.out.println(rs.getInt(1)+"" ""+rs.getString(2)+"" ""+rs.getString(3));  con.close();  }catch(Exception e){ System.out.println(e);}  } }    The above example will fetch all the records of emp table.    To connect java application with the mysql database mysqlconnector.jar file is required to be  loaded.  Two ways to load the jar file:  1. paste the mysqlconnector.jar file in jre/lib/ext folder  2. set classpath    1) paste the mysqlconnector.jar file in JRE/lib/ext folder:  Download the mysqlconnector.jar file. Go to jre/lib/ext folder and paste the jar file here.    2) set classpath:  There are two ways to set the classpath:  1.temporary 2.permanent  How to set the temporary classpath  open command prompt and write:  1. C:>set classpath=c:\folder\mysql-connector-java-5.0.8-bin.jar;.;    How to set the permanent classpath    Go to environment variable then click on new tab. In variable name write classpath and in  variable value paste the path  to the mysqlconnector.jar file by appending mysqlconnector.jar;.; as  C:\folder\mysql-connector-java-5.0.8-bin.jar;  JDBC-Result Sets  The SQL statements that read data from a database query, return the data in a result set. The  SELECT statement is the standard way to select rows from  a database and view them in a result  set. The java.sql.ResultSet interface represents the result set of a database query."
CH089,C001,98,"JAVA PROGRAMMING Page 91         A ResultSet object maintains a cursor that points to the current row in the result set. The term  ""result set"" refers to the row and column data contained in a ResultSet object.   The methods of the ResultSet interface can be broken down into three categories −     Navigational methods: Used to move the cursor around.     Get methods: Used to view the data in the columns of the current row being pointed by  the cursor.   Update methods: Used to update the data in the columns of the current row. The updates  can then be updated in the underlying database as well.  The cursor is movable based on the properties of the ResultSet. These properties are designated  when the corresponding Statement that generates the ResultSet is created.  JDBC provides the following connection methods to create statements with desired ResultSet −     createStatement(int RSType, int RSConcurrency);     prepareStatement(String SQL, int RSType, int RSConcurrency);     prepareCall(String sql, int RSType, int RSConcurrency);  The first argument indicates the type of a ResultSet object and the second argument is one of two  ResultSet constants for specifying whether a result set is read-only or updatable.    Type of ResultSet  The possible RSType are given below. If you do not specify any ResultSet type, you will  automatically get one that is TYPE_FORWARD_ONLY.  Type Description  ResultSet.TYPE_FORWARD_ONLY The cursor can only move forward in the result  set.  ResultSet.TYPE_SCROLL_INSENSITIVE The cursor can scroll forward and backward, and  the result set is not sensitive to changes made by  others to the database that occur after the result set  was created."
CH090,C001,100,"JAVA PROGRAMMING Page 93         Similarly, there are get methods in the ResultSet interface for each of the eight Java primitive  types, as well as common types such as java.lang.String, java.lang.Object, and java.net.URL.  There are also methods for getting SQL data types java.sql.Date, j ava.sql.Time,  java.sql.TimeStamp, java.sql.Clob, and java.sql.Blob. Check the documentation for more  information about using these SQL data types.   For a better understanding, let us study Viewing - Example Code.  Updatinga Result Set  The ResultSet interface contains a collection of update methods for updating the data of a result  set.    As with the get methods, there are two update methods for each data type −     One that takes in a column name.     One that takes in a column index."
CH091,C001,101,"JAVA PROGRAMMING Page 94         For example, to update a String column of the current row of a result set, you would use one of  the following updateString() methods −   S.N. Methods & Description  1 public void updateString(int columnIndex, String s) throws SQLException    Changes the String in the specified column to the value of s.  2 public void updateString(String columnName, String s) throws SQLException  Similar to the previous method, except that the column is specified by its name instead of  its index.  There are update methods for the eight primitive data types, as well as String, Object, URL, and  the SQL data types in the java.sql package.  Updating a row in the result set changes the columns of the current row in the ResultSet object,  but not in the  underlying database. To update  your changes to the  row in the database, you need  to invoke one of the following methods.   S.N. Methods & Description  1 public void updateRow()    Updates the current row by updating the corresponding row in the database.  2 public void deleteRow()  Deletes the current row from the database  3 public void refreshRow()  Refreshes the data in the result set to reflect any recent changes in the database.  4 public void cancelRowUpdates()  Cancels any updates made on the current row.  5 public void insertRow()  Inserts a row into the database. This method can only be invoked when the cursor is  pointing to the insert row."
CH092,C001,102,"JAVA PROGRAMMING Page 95       MALLA REDDY COLLEGE OF ENGINEERING & TECHNOLOGY  DEPARTMENT OF CSE (COMPUTATIONAL INTELLIGENCE)  UNIT-5  GUI Programming with java  The AWT Class hierarchy    Java AWT (Abstract Window Toolkit) is an API to develop GUI or window-based  applications in java.    Java AWT components are platform-dependent i.e. components are displayed according to the  view of operating system. AWT is heavyweight i.e. its components are using the resources of OS.    The java.awt package provides classes for AWT api such as TextField, Label, TextArea,  RadioButton, CheckBox, Choice, List etc.  Java AWT Hierarchy    The hierarchy of Java AWT classes are given below."
CH093,C001,103,"Container    The Container is a component in AWT that can contain another components like buttons,  textfields, labels etc. The classes that extends Container class are  known as container such as  Frame, Dialog and Panel.   Window    The window is the container that have no borders and menu bars. You must use frame, dialog or  another window for creating a window.  Panel    The Panel is the container that doesn't contain title bar and menu bars. It can have other  components like button, textfield etc.   Frame    The Frame is the container that contain title bar and can have menu bars. It can have other  components like button, textfield etc.  Useful Methods of Component class    Method Description    public void add(Component c) inserts a component on this component.  public void setSize(int width,int height) sets the size (width and height) of the component.  public void setLayout(LayoutManager  m)  defines the layout manager for the component.  public void setVisible(boolean status) changes the visibility of the component, by default  false.  Java AWT Example    To create simple awt example, you need a frame. There are two ways to create a frame in AWT.    o By extending Frame class (inheritance)  o By creating the object of Frame class (association)        JAVA PROGRAMMING Page 96"
CH094,C001,104,"JAVA PROGRAMMING Page 97       AWT Example by Inheritance    Let's see a simple example of AWT where we are inheriting Frame class. Here, we are showing  Button component on the Frame.     import java.awt.*;  class First extends Frame{  First(){  Button b=new Button(""click me"");  b.setBounds(30,100,80,30);// setting button position  add(b);//adding button into frame  setSize(300,300);//frame size 300 width and 300 height  setLayout(null);//no layout manager  setVisible(true);//now frame will be visible, by default not visible  }  public static void main(String args[]){  First f=new First();  }}  The setBounds(int xaxis, int yaxis, int width, int height) method is used in the above example that  sets the position of the awt button.                          Java Swing  Java Swing tutorial is a part of Java Foundation Classes (JFC) that is used to create window-  based applications. It is built on the  top of AWT (Abstract Windowing Toolkit) API and entirely  written in java.    Unlike AWT, Java Swing provides platform-independent and lightweight components.    The javax.swing package provides classes for java swing API such as JButton, JTextField,  JTextArea, JRadioButton, JCheckbox, JMenu, JColorChooser etc."
