Chunk ID,Concept ID,Source Page,Chunk Text Content
CH188,C001,210,"InheritanceNotes Notes Note that B is initialized/called first, although it appears second in the derivedconstructor. This is because it has been declared first in the derived class header line. Alsonote that A(a1) and B(b1) are function calls. Therefore the parameter should not includetypes.9.7Destructors under InheritanceIf a derived class doesn’t explicitly call a constructor for a base class, the default constructor forthe parent class. In fact, the constructors for the parent classes will be called from the ground up.For example, if you have a base class Vehicle and Car inherits from it, during the construction ofa Car, it becomes a Vehicle and then becomes a Car.Destructors for a base class are called automatically in the reverse order of constructors.One thing to think about is with inheritance you may want to make the destructors virtual:class Vehicle {public: ~Vehicle();};This is important if you ever need to delete a derived class when all you have is a pointer to thebase class. Say you have a “Vehicle *v” and you need to delete it. So you call:delete v;If Vehicle’s destructor is non-virtual and this happens to actually by a Car *”, the destructor willnot call Car::~Car() - just Vehicle::~Vehicle()The Destructor Execution Order1.As the objects go out of scope, they must have their destructors executed also, and since wedidn’t define any, the default destructors will be executed.2.Once again, the destruction of the base class object named unicycle is no problem, itsdestructor is executed and the object is gone.3.The sedan_car object however, must have two destructors executed to destroy each of itsparts, the base class part and the derived class part. The destructors for this object areexecuted in reverse order from the order in which they were constructed.4.In other words, the object is dismantled in the opposite order from the order in which itwas assembled. The derived class destructor is executed first, then the base class destructorand the object is removed from the allocation.5.Remember that every time an object is instantiated, every portion of it must have aconstructor executed on it. Every object must also have a destructor executed on each of itsparts when it is destroyed in order to properly dismantle the object and free up theallocation. Compile and run this program."
CH190,C001,212,"InheritanceNotesCaseletLisping IT, with ABCThe vocabulary of a generation reflects the times that they live in. A generation ago,a mouse, a monitor, an apple or windows stood for a rodent, a crocodile, a fruit oran opening in the wall.Today’s four-year-olds know it’s much more than that.And today’s thirteen year-olds have already integrated computer science into their schoolcurriculum.In the last couple of years, almost all the players in the IT education field have announcedtie-ups with schools across the country.What kind of courses are they offering and how useful are these courses in the real world?Says Asha Devi, Director, FutureSchools, a Chennai-based IT education institute, “Ourcourses are a blend of computer basics for the IT novice, which later move on to advancedconcepts and software, so as to help students discover their strengths in the IT field anddecide their career choices.’’In its programme for school children, FutureSchools offers integrated theme-based projectswhich focus on primary technology and ongoing technology. It has tied up with 33 schoolsall over the country.Suresh Kumar, Director, IT Kids, another Chennai-based institute, feels a child should notexperience any stress while learning technology and the courses that IT Kids offers aimtoward that. “Our courses are specially designed to integrate information technologywith academics and value education. Therefore, our courses are unique from others offeredas adult curriculum.’’At IT Kids, which has tied up with 60 schools across the country, the children are taughtboth programming languages and application tools. In fact, last year, the institute initiatedthe ‘School of Tomorrow’ programme where apart from introducing the children to basiccomputer lessons, IT will be integrated into their curriculum.The programme will provide class-appropriate content and application-led modules whichare project-oriented. On the technology side, the programme deals with subjects such asoperating environment, word processing, graphics, spread sheets, databases, multimediaand animation and programming languages.The content is boosted with each class level and is integrated with the school syllabi.On the academic side, the subjects covered include Physics, Chemistry, Mathematics, SocialSciences and languages. At each class level, the students will be trained to integrate computerskills learnt with lessons in other subjects through sample exercises.FutureSchools believes in integrating its services in four areas of a child’s development:courses for the teachers, students, parents and school managements.And for the child there are four options: Technology Programmes, Academic Programmes,Enrichment Programmes and GATE (Gifted and Talented Child Education) Programme.In addition to this, FutureSchools has tied up with Cambridge International Examinationswhich is a department of the Cambridge University to offer technology training andContd..."
CH193,C001,215,"208 Multiple Inheritance: A class inherit the attributes of two or more classes. This mechanismis known as Multiple Inheritance.’ Hybrid Inheritance: The combination of one or more types of the inheritance.9.10KeywordsAbstract Class: A class serving only a base class for other classes and no objects of which arecreated.Base class: A class from which another class inherits. (Also called super class)Containership: The relationship of two classes such that the objects of a class are enclosed withinthe other class.Derived class: A class inheriting properties from another class. (also called sub class)Inheritance: Capability of one class to inherit properties from another class.Inheritance Graph: The chain depicting relationship between a base class and derived class.Visibility Mode: The public, private or protected specifier that controls the visibility andavailability of a member in a class.9.11Review Questions1.Consider a situation where three kinds of inheritance are involved. Explain this situationwith an example.2.What is the difference between protected and private members?3.Scrutinize the major use of multilevel inheritance.4.Discuss a situation in which the private derivation will be more appropriate as comparedto public derivation.5.Write a C++ program to read and display information about employees and managers.Employee is a class that contains employee number, name, address and department.Manager class and a list of employees working under a manager.6.Differentiate between public and private inheritances with suitable examples.7.Explain how a sub-class may inherit from multiple classes.8.What is the purpose of virtual base classes?9.What will be the output of following code?Class one{public:one(){cout<<“Creating class ONE”;}};"
CH197,C001,219,"212 };int point: : length ( ){Function body{A virtual function cannot have a constructor member function but it can have the destructormember function.class point {int x;int y;public:virtual point (int xx, int yy); // constructors, errorvoid display ( );int length ( );} ;A destructor member function does not take any argument and no return type can be specifiedfor it not even void.class point {int x;int y;public:virtual _ point (int xx, int yy); //invalidvoid display ( );int length ( );It is an error to redefine a virtual method with a change of return data type in the derived classwith the same parameter types as those of a virtual Method in the base class.class base {int x,y;public:virtual int sum (int xx, int yy ); //error} ;class derived: public base {intz;public:virtual float sum (int xx, int yy);};The above declarations of two virtual functions are invalid. Even though these functions takeidentical arguments note that the return data types are different."
CH200,C001,222,"Virtual Functions and PolymorphismNotescout<< “Three \n”; }};void main ( ) {//define three objectsbaseA obja;derivedB objb;derivedC objc;base A *ptr [3]; //define an array of pointers to baseAptr [0] = &obja;ptr [1] = &objb;ptr [2] = &objc;for (int i = 0; i <=2; i ++ )ptr [i]->display (); //same message for all objectsgetche ( );}OutputOneTwoThreeThe program listed below illustrates the static binding of the member functions of a class. Inprogram there are two classes student and academic. The class academic is derived from classstudent. The two member function getdata and display are defined for both the classes. *obj isdefined for class student, the address of which is stored in the object of the class academic. Notes The functions getdata ( ) and display ( ) of student class are invoked by the pointerto the class.# include <iostream.h>#include <conio.h>class student {private:int rollno;char name [20];public:void getdata ( );void display ( );};"
CH201,C001,223,216 class academic: public student {private:char stream;public:void getdata ( );void display ( );} ;void student:: getdata ( ){cout<< “enterrollno\n”;cin>> rollno;cout <<“enter name \n”;cin > > name;}void student:: display ( ){cout<< “the student’s roll number is “<<rollno<<“and name is”<<name;cout<< endl;}void academic :: getdata (){cout<< “enter stream of a student? \n”;cin >>stream;}void academic :: display () {cout<< “students stream \n”;cout <<stream<< end!;}void main ( ){student *ptr;academic obj;ptr=&obj;ptr->getdata ();ptr->display ();getche ( );}
CH202,C001,224,Virtual Functions and PolymorphismNotesoutputenter rollno25enter nameraghuthe student’s roll number is 25 and name is raghu Did u know? What is dynamic binding?You can specify the compiler match a function call with the correct function definition atrun time; this is called dynamic binding.The program listed below illustrates the dynamic binding of member functions of a class. In thisprogram there are two classes student and academic. The class academic is derived from student.Student function has two virtual functions getdata ( ) and display (). The pointer for student classis defined and object for academic class is created. The pointer is assigned the address of theobject and function of derived class are invoked by pointer to student.#include <iostream.h>#include <conio.h>class student {private:introllno;char name [20];public:virtual void getdata ( );virtual void display ( );};class academic: public student {private :char stream[10];public:void getdata ( );void display ( );};void s_dent:: getdata ( ){cout<< “enter rollno\n”;cin >> rollno;cout<< “enter name \n”;cin >>name;
CH205,C001,227,220 {}void employee:: display ( ){}void grade:: getdata (){cout<<“ enter employee’s grade “;cin> > grd;cout<< “\n enter the salary “;cin>> salary;}void grade:: display ( ){cout<<“ Grade salary \n”;cout<< grd<<“ “<< salary<< end1;}void main ( ){employee *ptr;grade obj;ptr = &obj;ptr->getdata ( );ptr->display ( );getche();}Outputenter employee’s grade Aenter the salary 250000Grade salaryA250000Another format can have a pure virtual function when a virtual function is declared within theclass declaration itself. The virtual function may be equated to zero if it does not have a functiondefinition. Such functions are also called as do-nothing functions. Task A Pure Virtual Function is a Virtual function with no body. Explain with an example.
CH211,C001,233,"226 public:void display(){cout<<“\n display derived”;}void show(){cout<<“\n show derived”;}};main(){base bb;derived dd;base *baseptr;cout <<“\nbaseptr points to the base \n”;baseptr = &bb;baseptr -> display();//calls base function display()baseptr -> show();//calls base function show()cout <<“\n\nbaseptr points to the derived \n”;baseptr = &dd;baseptr -> display();//calls derived function display()baseptr -> show();//calls derived function show()}The output of this program would be:Baseptr points to baseDisplay baseShow baseBaseptr points to derivedDisplay derivedShow derivedHere, we see that the same object pointer points to two different objects of different classes andyet selects the right function to execute. This is implementation of function polymorphism.Remember, however, that runtime polymorphism is achieved only when a virtual function isaccessed through a pointer to the base class. It is also interesting to note that since, all the C++classes are derived from the Object class, a pointer to the Object class can point to any object ofany class in C++."
CH214,C001,236,"Virtual Functions and PolymorphismNotes An abstract base class will not be used to create object, but exist only to act as a base classof other classes. Polymorphism allows the program to use the exactly same function name with exactlysame arguments in both a base class and its subclasses. It refers to the implicit ability of afunction to have different meanings in different contexts.10.6KeywordsAbstract Base Class: An abstract base class will not be used to create object, but exist only to actas a base class of other classes.Late Binding: Selecting functions during the execution. Though late binding requires someoverhead it provides increased power and flexibility.Polymorphism: Polymorphism allows the program to use the exactly same function name withexactly same arguments in both a base class and its subclasses.Virtual Function: Virtual functions, one of advanced features of OOP is one that does not reallyexist but it appears real in some parts of a program.10.7Review Questions1.Make the distinction between virtual functions and virtual base class?2.How can C++ achieve dynamic binding yet also static typing?3.What is the difference between virtual and non-virtual member functions?4.What happens in the hardware when we call a virtual function? How many layers ofindirection are there? How much overhead is there?5.How can a member function in my derived class call the same function from its base class?6.Write a program which uses a polymorphism with pointers.7.Are virtual functions hierarchical? Give an example in support of your answer.8.Write a program to use constructors and destructors in inheritance.9.Debug the following program:class one{int a;public:void set(int a){a = a;}void show(){cout << a;"
CH221,C001,247,"240 temp = *x;*x = *y;*y = temp;}Output: Original valuesa = 7, b = 4Swapped valuesa = 4, b= 7 Notes The called function does not create own copy of original values by the addresses(passed through pointers) it receives.11.4.2Function Returning PointersThe way a function can returns an int, a float, a double, or reference or any other data type, it caneven return a pointer. However, the function declaration must replace it. That is, it should beexplicitly mentioned in the function’s prototype. The general form of prototype of a functionreturning a pointer would be type function-name (argument list);The return type of a function returning a pointer must be known because the pointer arithmeticis relative to its base type and a complier must know what type of data the pointer is pointing toin order to make it point to the next data item.Example: Program to illustrate a function returning a pointer.#include<iostream.h>#include<conio.h>int *big(int&, int&)//prototypeint main( ){clrscr( )int a, b, *c;cout<<“Enter two integers \n”;cin>>a>>b;c= big(a, b);cout<<“The bigger value is “<< *c<< “\n”;return 0;}int *big(int &x, int &y){ if (x>y)return(&x);"
CH223,C001,250,"Pointers and Dynamic Memory ManagementNotesThe first expression is used to allocate memory to contain one single element of type type. Thesecond one is used to assign a block (an array) of elements of type type, where number_of_elementsis an integer value representing the amount of these. For example:int * bobby;bobby = new int [5];In this case, the system dynamically assigns space for five elements of type int and returns apointer to the first element of the sequence, which is assigned to bobby. Notes Note the now, bobby points to a valid block of memory with space for five elementsof type int. The first element pointed by bobby can be accessed either with the expression bobby[0] or theexpression *bobby. Both are equivalent as has been explained in the section about pointers. Thesecond element can be accessed either with bobby[1] or *(bobby+1) and so on...You could be wondering the difference between declaring a normal array and assigning dynamicmemory to a pointer, as we have just done. The most important difference is that the size of anarray has to be a constant value, which limits its size to what we decide at the moment ofdesigning the program, before its execution, whereas the dynamic memory allocation allows usto assign memory during the execution of the program (runtime) using any variable or constantvalue as its size.The dynamic memory requested by our program is allocated by the system from the memoryheap. However, computer memory is a limited resource, and it can be exhausted. Therefore, it isimportant to have some mechanism to check if our request to allocate memory was successful ornot.C++ provides two standard methods to check if the allocation was successful:One is by handling exceptions. Using this method an exception of type bad_alloc is thrownwhen the allocation fails. Exceptions are a powerful C++ feature explained later in these tutorials.But for now you should know that if this exception is thrown and it is not handled by a specifichandler, the program execution is terminated.This exception method is the default method used by new, and is the one used in a declarationlike:bobby = new int [5]; // if it fails an exception is thrownThe other method is known as nothrow, and what happens when it is used is that when amemory allocation fails, instead of throwing a bad_alloc exception or terminating the program,the pointer returned by new is a null pointer, and the program continues its execution.This method can be specified by using a special object called nothrow, declared in header<new>, as argument fornew:bobby = new (nothrow) int [5];"
CH225,C001,252,"Pointers and Dynamic Memory ManagementNotes for (n=0; n<i; n++) { cout << “Enter number: “; cin >> p[n]; } cout << “You have entered: “; for (n=0; n<i; n++) cout << p[n] << “, “; delete[] p; } return 0;} How many numbers would you like to type? 5Enter number : 75Enter number : 436Enter number : 1067Enter number : 8Enter number : 32You have entered: 75, 436, 1067, 8, 32,Notice how the value within brackets in the new statement is a variable value entered by theuser (i), not a constant value:p= new (nothrow) int[i];But the user could have entered a value for i so big that our system could not handle it. Forexample, when I tried to give a value of 1 billion to the “How many numbers” question, mysystem could not allocate that much memory for the program and I got the text message weprepared for this case (Error: memory could not be allocated). Notes Remember that in the case that we tried to allocate the memory without specifyingthe nothrow parameter in the new expression, an exception would be thrown, which if it’snot handled terminates the program.It is a good practice to always check if a dynamic memory block was successfully allocated.Therefore, if you use the nothrow method, you should always check the value of the pointerreturned. Otherwise, use the exception method, even if you do not handle the exception. Thisway, the program will terminate at that point without causing the unexpected results of continuingexecuting a code that assumes a block of memory to have been allocated when in fact it has not.11.5.2The this PointerC++ uses a unique keyword called “this” to represent an object that invokes a member function.‘this’ is a pointer that points to the object on which this function was called. The pointer ‘this’acts as an implicit argument to all the member function apart from the explicit argumentspassed to it."
CH226,C001,253,"246 When a number of objects are created from the same class each object’s data members are createdas separate copies. However, only a single copy of methods is retained in the memory. That is allobjects of a class share a single copy of the compiled class functions. A particular object isreferenced by “this” pointer internally. Task What do you think the disadvantages of this pointer?Consider the following code snippetclass student{int marks;public:void setMarks(int a){marks = a;}int main(){student vibhor, prashant;vibhor.setMarks(86);prashant.setMarks(67);}When the code is executed, two marks variables are created - one for vibhor and one for prashant,but only one copy of setMarks function is kept in the memory (see the figure below). vibhor marks prashant marks SetMarks(int a) { marks=a } memory Both the objects can execute the setMarks function. That is both the function calls given belowwill work correctly.vibhor.setMarks(86);prashant.setMarks(67);How is this possible? What happens is that at the compile time the compiler inserts the necessarycode into the function setMarks so that it receives the ’this’ pointer in addition to an int value asargument as shown below."
CH228,C001,255,"248 or store mannequins that have come to life. As contradictory as it sounds, when animatorsexaggerate the movements and expressions of their characters, they appear more lifelikeand realistic.Generally, the average height of a man or a woman can be measured as seven heads tall.If your goal is to create and animate the ideal male and female, then consider modellingthem eight heads tall. Stretch their proportions first and then use them as your guides.Superheroes are often portrayed as very tall with tiny heads.Some artists prefer to start with the smallest unit possible: the point, or vortex. Afterplacing a series of these vertices, one can connect them as a spline or create polygons fromthem. Splines are flexible line segments defined by edit points or vertices. Sometimessplines are referred to as curves. A series of connected splines make a wire mesh. Adjoiningwire meshes are patches. Thus spline modelling lends itself to the patch modelling method.Preparing the human model for facial expressions and dialogue is an essential part of the3-D animation process. A base model with a neutral expression is the starting point. Thebase model should have at least three sets of parallel lines for each wrinkle. Approximately56 shapes or morphs, which include the mouth shapes for dialogue, should be enough forthe majority of facial expressions.Conventional art materials such as charcoal, paint, clay, fibre, and so on, are tactile. Theartist who works with these has an emotional link that is often lacking when compared tothe one who relies on hardware and software. The computer artist is forced to instill thequality of emotion into a medium that is for the most part cerebral. This is one of thegreatest challenges. Without emotional content, the work will appear cold and removedfrom the human experience. Unlike other artists, computer animators work mostly in themental realm to put feeling into their work.If only animators could breathe life into their creations, would life not be one big comicsbook to sit back and read?Book courtesy: Wiley Dreamtech India P Ltd.Onto the next generation of Web-based technologyWEB services is an umbrella term. It describes a collection of industry-standard protocolsand services used to facilitate a ‘base-line level of interoperability’ between applications.Which, in other words, means all different systems can get talking over the cyberspace.“Building XML Web Services for the Microsoft .NET Platform” by Scott Short deals withthe basic building blocks of XML Web services, viz. Simple Object Access Protocol (SOAP),Web Services Description Language (WSDL), Universal Description, Discovery, andIntegration (UDDI) and so on. There’s more:WSDL documents can be intimidating at first glance. But the syntax of a WSDL documentis not nearly as complex as that of an XML Schema document. A WSDL document iscomposed of a series of associations layered on top of an XML Schema document thatdescribes a Web Service. These associations add to the size and the perceived complexityof a WSDL document. But once you look underneath the covers, WSDL documents arerather straightforward.HTTP is by nature a stateless protocol. Even with the introduction of the connection keep-alive protocol in HTTP 1.1, you cannot assume that all requests from a given client will besent over a single connection. ASP.NET provides a state management service that can beleveraged by Web Forms and Web services.A well-known object accepts method requests without requiring the client to first formallyContd..."
CH230,C001,257,"250 The operator &, when placed before a variable, returns the memory address of its operand.The operator * returns the memory address of its operand. The operator * returns the data value stored in the area being pointed to by the pointerfollowing it. The pointer variables must always point to the correct type of data. Pointers must beinitialized properly because uninitialized pointers result in the system crash. In pointer arithmetic, all pointers increase and decrease by the length of the data typepoint to. An array name is a pointer that stores the address of its first element. If the array name isincremented, It actually points to the next element of the array. Array of pointers makes more efficient use of available memory. Generally, it consumeslesser bytes than an equivalent multi-dimensional array. Functions can be invoked by passing the values of arguments or references to argumentsor pointers to arguments. When references or pointers are passed to a function, the function works with the originalcopy of the variable. A function may return a reference or a pointer also.11.7KeywordsAlias: A different name for a variable of C++ data type.Base Address: Starting address of a memory location holding array elements.Function Pointer: A function may return a reference or a pointer variable also. A pointer to afunction is the address where the code for the function resides. Pointer to functions can be passedto functions, returned from functions, stored in arrays and assigned to other pointers.Memory location: A container that can store a binary number.Pointer: A variable holding a memory address.Reference: An alias for a pointer that does not require de-referencing to use.11.8Review Questions1.How does pointer variable differ from simple variable?2.How do we create and use an array of pointer-to-member-function?3.How can we avoid syntax errors when creating pointers to members?4.How can we avoid syntax errors when calling a member function using a pointer-to-member-function?5.How do we pass a pointer-to-member-function to a signal handler, X event callback,system call that starts a thread/task, etc?6.Find the syntax error (s), if any, in the following program:{ int x [5], *y [5]for (i = 0; i< 5; i++){ x [i] = I;"
CH233,C001,260,"Console I/ONoteswhere variable1, variable2, . . .. are valid C++ variable names that have been declared already.This statement will cause the computer to halt the execution and look for input data from thekeyboard. The input data for this statement would be:datal data2……dataNThe input data are separated by white spaces and should match the type of variable in the cin list.Spaces, new lines and tabs will be skipped.The operator >> reads the data character by character and assigns it to the indicated location. Thereading for a variable will be terminated at the encounter of a white space or a character thatdoes not match the destination type. For example, consider the following code:int code;cin >> code;Suppose the following data is given as input:1267EThe operator will read the characters up to 7 and the value 1267 is assigned to code. The characterE remains in the input stream and will be input to the next cin statement. The general format ofoutputting data:cout << iteml <<item2 << .. ..<< itemN;!Caution The items item1 through itemN may be variables or constants of any basic types.12.1Concept of StreamsA stream is a source of sequence of bytes. A stream abstracts for input/output devices. It can betied up with any I/O device and I/O can be performed in a uniform way. The C++ iostreamlibrary is an object-oriented implementation of this abstraction. It has a source (producer) offlow of bytes and a sink (consumer) of the bytes. The required classes for the stream I/O aredefined in different library header files.To use the I/O streams in a C++ program, one must include iostream.h header file in theprogram. This file defines the required classes and provides the buffering. Instead of functions,the library provides operators to carry out the I/O. Two of the Stream Operators are:<<: Stream insertion for output.>>: Stream extraction for input.The following streams are created and opened automatically:cin: Standard console input (keyboard).cout: Standard console output (screen).cprn: Standard printer (LPT1).cerr: Standard error output (screen).clog: Standard log (screen).caux: Standard auxiliary (screen)."
CH234,C001,261,"254 Example: The following program reads an integer and prints the input on the console.#include <iostream>// Header for stream I/O.int main(void){int p;// variable to hold the input integercout << “Enter an integer: “;cin >> p;cout << “\n You have entered “ << p;}12.2Hierarchy of Console Stream ClassesStreams can also be tied up with data files. The required stream classes for file I/O are defined infstream.h and/or strstream.h.fstream: File I/O class.ifstream Input file class. istrstream Input string class. ofstream Output file class. ostrstream Output string class. strstream String I/O class. ios ostreamistream ifstreamiostreamofstream fstreamThere are some special functions that can alter the state the stream. These functions are calledmanipulators. Stream manipulators are defined in iomanip.h.dec Sets base 10 integers. endl Sends a new line character. ends Sends a null (end of string) character. flush Flushes an output stream. fixed Sets fixed real number notation. hex Sets base 16 integers. oct Sets base 8 integers. ws Discard white space on input. setbase(int) Sets integer conversion base (0, 8, 10 or 16 where 0 sets base 10). setfill(int) Sets fill character. setprecision(int) Sets precision. setw(int) Sets field width. resetiosflags(long) Clears format state as specified by argument. setiosflags(long) Sets format state as specified by argument. Contd..."
CH236,C001,263,"256 Ios::app Open in append mode. Ios::ate Open and seek to end of file. Ios::in Open in input mode. Ios::nocreate Fail if file doesn’t already exist. Ios::noreplace Fail if file already exists. Ios::out Open in output mode. Ios::trunc Open and truncate to zero length. Ios::binary Open as a binary stream. Example:1.Basic Program File Structure and Sample Function Call with stream I/O#include <iostream>// Header for stream I/O.#include <iomanip>// Header for I/O manipulators.// Function declaration (prototype) with default values.float sum(float required_term, float optional_term = 0.0);//main functionint main(void){int p;// Output numeric precision.float a;// Units and description of a.float b;// Units and description of b.cout.setf(ios::showpoint);cout << “Enter the output precision (an integer): “;cin >> p;if (!cin){cout << “Input error.\n”;return 1;}cout << setprecision(p);cout << “Enter two real numbers to be summed: “;cin >> a >> b;if (!cin){cout << “Input error\n”;return 2;"
CH237,C001,265,"258 // Function declaration use references and without default values.void swap(float& first_indentifier, float& second_indentifier);// Main programint main(void){int p = 3;// Output numeric precision.float a = 2.5f;// Units and description of a (f indicates floatvalue).float b = 7.5f;// Units and description of b.ofstream fout;// Declare an output file object.fout.open(“swap.out”, ios::out);// Open the output file.if (!fout)// See if the file was opened successfully.{cout << “Can’t open output file!\n”;return 1;}fout.setf(ios::showpoint);// Show decimal points.fout << setprecision(p);// Set the precision.fout << “Before swapping...\n”;fout << “a = “ << a << “ and b = “ << b << endl;swap(a, b);fout << “After swapping...\n”;fout << “a = “ << a << “ and b = “ << b << endl;fout.close();// Close the out file.return 0;}// Define the swap function. Use references so argument changes arereturned.void swap(float& x, float& y){float hold;hold = x;x = y;y = hold;return;}"
CH238,C001,266,"Console I/ONotes4.This program demonstrates the reading of data files containing comments and displayingthem on the screen. The lines in the input file starting with ‘!’ will be treated as commentline. The input file name is comments.txt having the following sample data:!! These comment lines should be ignored.!This is the first non-comment line.This is the second non-comment line.Almost done.This is the last non-comment line. // Included files.#include <iostream>// Header for console I/O#include <fstream>// Header for file I/O.#include <string>// Header for STL strings.// Define skip_comments function.int skip_comments(ifstream& file, char mark){/*This function skips the all the lines at the start of the specifiedfile that begin with the specified character. The file must already beopen when this function is called. Error checking not yet included.*/const int MAX_CHARS = 100; // This is the maximum characters per line.while (file.peek() == mark){file.ignore(MAX_CHARS, ‘\n’);}return 0;}//main functionint main(){// Open input file.ifstream fin;// Declare an input file object.fin.open(“comments.txt”, ios::in);// Open the input file in project//folder.if (!fin)// See if the file was opened successfully.{cout << “Can’t open input file. \n”;return 1;"
CH242,C001,270,"Console I/ONotesconverts them to internal form. Formatted I/O can be either “Free” format or “Explicit” format,as described below.Advantages and Disadvantages of Unformatted I/OUnformatted input/output is the simplest and most efficient form of input/output. It is usuallythe most compact way to store data. Unformatted input/output is the least portable form ofinput/output. Unformatted data files can only be moved easily to and from computers thatshare the same internal data representation. It should be noted that XDR (eXternal DataRepresentation) files, described in Portable Unformatted Input/Output, can be used to produceportable binary data. Did u know? Is unformatted input/output is not directly human readable?Unformatted input/output is not directly human readable, so you cannot type it out on aterminal screen or edit it with a text editor.Advantages and Disadvantages of Formatted I/OFormatted input/output is very portable. It is a simple process to move formatted data files tovarious computers, even computers running different operating systems, as long as they all usethe ASCII character set. (ASCII is the American Standard Code for Information Interchange. It isthe character set used by almost all current computers, with the notable exception of large IBMmainframes.) Formatted files are human readable and can be typed to the terminal screen oredited with a text editor.However, formatted input/output is more computationally expensive than unformatted input/output because of the need to convert between internal binary data and ASCII text. Formatteddata requires more space than unformatted to represent the same information. Inaccuracies canresult when converting data between text and the internal representation.Formatted Console I/O OperationsC++ supports a number of features that could be used for formatting the output. These featuresinclude:1.ios class functions and flags.2.Manipulators.3.User-defined output functions.The ios class contains a large number of member functions that could be used to format theoutput in a number of ways. The most important ones among them are listed below.Function Task width() To specify the required field size for displaying an output value precision() To specify the number of digits to be displayed after the decimal point of a float value fill() To specify a character that is used to fill the unused portion of a field. setf() To specify format flags that can control the form of output display (such as Left-justification and right-justification). unsetf() To clear the flags specified."
CH244,C001,273,266 3.no skipws: Its purpose is not to skip white space on input.4.dec: it is used for the decimal conversion.5.oct; : It is used for the octal conversion.6.hex: It is used for hexadecimal conversion.7.left; This manipulator is used to left align and pad on right in the field.8.right: This manipulator is used to right align and pad on left in the field.9.internal: It is used for padding between sign or base indicator and value.10.showpos: Shows plus sign for positive values.11.noshowpos: Do not show plus sign for positive value.12.uppercase: It displays uppercase A-F for hex values and E for Scientific values.13.no upper case: It do not display hex values in upper case.14.show point: It shows decimal point and trailing zeros for float values.15.scientific: It uses scientific notation for printing float value.16.fixed: It uses fixed notation for printing float values.17.ends; it inserts null character to terminate an output string.18.flush; It flushes the output stream.19.lock: It unlocks the file handling.Example: Let us consider an example to understand the usage of above said manipulators:#include<iostream.h>#include<conio.h>#include<iomanip.h>void main( ){int I = 2b;float b = 123.500032;char str[ ] = “I am a c++ programmer”;clrscr( );cout<<setios flags (ios: :unitbuf | ios: :stdio | ios:: showpos);cout<<i<<end l;cout<<set iosflogs(ios :: showbase | ios :: uppercase);cout << hex << i << end;cout < < oct << i << endl;cout < < set fill (‘o’);cout << set w (40) <<str << endl;
CH245,C001,275,"268 other languages but he thinks C++ is the best. Why? ""Perhaps because of the power it givesthe programmer."" But, remember, that this power is a double-edged sword. Also, ""knowingC++ makes learning other programming languages easier."" What's the best way to learnprogramming? ""Write programs.""Let's say, you ask, what's a programming language? The author begins with an analogy:""When you enter a darkened room and want to see what is inside, you turn on a lightswitch. When you leave the room, you turn the light switch off. The first computers werenot too different than that light switch."" From there you move on to `Hello World,' andbefore you dump C++ and say `Cruel World', the author would lead you to the innards ofthe language, all the while keeping you in good humour.For instance, to explain bits and bytes, he writes: ""While people live at street addresses,what is stored at each memory address is a byte. Don't worry, I have not misspelledDracula's favourite pastime."" Similarly, the chapter on variables begins thus: ""Recently,while in a crowded room, someone yelled `Hey, you!' I and a number of other peoplelooked up, because none of us could tell to whom the speaker was referring."" So? ""We usenames to refer to each other. Similarly, when you need to refer in code to a particular itemof information"" call it by name.""Variables, like people, have a lifetime,"" Kent would write in a different chapter. ""Aperson's lifetime begins at birth. A variable's lifetime begins when it is declared. A person'slifetime ends with death.A variable's lifetime ends when it goes out of scope."" That's some philosophy demystified,shall we say?Test at all costsWANT to get into software testing as a career? Go for Dr K.V.K.K. Prasad's SoftwareTesting Tools, published by Dreamtech Press (www.wileydreamtech.com) .""Many software engineers have a wrong notion that software testing is a second-rate job,""notes the preface. For them, what's first rate is development. ""These engineers tend toforget that testing is a part of development."" How?Because only through testing can you deliver a quality product. Prasad lists the fourcriteria for a software project's success: ""Meet all quality requirements; be developedwithin the time frame; be developed within the budget; and maintain a cordial relationshipamong the team members.""Testing is detested because it is tough. Testing process is iterative. So, test the software inthe lab, and also in actual working environment (called beta testing). Any test createsstress for those who are tested; and `stress testing' is to test the software ""at the limits of itsperformance specifications"". You accept that testing is important, but `acceptance testing'is the most important testing, the author would emphasise. It decides whether the clientapproves the product or not.Oracle is a popular name in software, but test oracles are people or machines used forchecking the correctness of the program for the given test cases, explains the book. ""Humantest oracles are used extensively if the program does not work."" In ancient times, whenpeople had a problem, it's said they'd go to a priest or priestess, called an oracle. He or shewould act as a medium for divine advice or prophecy. The word is derived from Latinoraculum, from ovare, speak.Contd..."
