,Chunk ID,Concept ID,Source Page,Chunk Text Content
77,CH078,C001,97,"90 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes4.8Review Questions1.Define class. What is the difference between structures and classes in C++?2.How can you pass an object of a C++ class to/from a C function?3.Can a method directly access the non-public members of another instance of its class?4.What’s the difference between the keywords struct and class?5.Write a program to add two numbers defining a member getdata () and display () insidea class named sum and displaying the result.6.How does C++ help with the tradeoff of safety vs. usability?7.“The main advantage of using a static member is to declare the global data which shouldbe updated while the program lives in memory”. Justify your statement.8.Write a program to print the score board of a cricket match in real time. The displayshould contain the batsman’s name, runs scored, indication if out, mode by which out,bowler’s score (overs played, maiden overs, runs given, wickets taken). As and when aball is thrown, the score should be updated.(print: Use separate arrays to store batsmen’s and bowler’s information)9.If a member of a class is public, it can be accessed by an external function including aderived class. Explain with an example.10.Write a program in which a class has one private member (properties) and two publicmember (method).Answers: Self Assessment1.functions2.class3.access specifier4.variable5.declaration6.defined7.class definition8.scope resolution operator9.scope10.objects11.name12.declaration13.external14.private15.public"
78,CH079,C001,98,LOVELY PROFESSIONAL UNIVERSITY91 Unit 4: Classes and ObjectsNotes4.9Further Readings BooksE Balagurusamy; Object-oriented Programming with C++; Tata Mc Graw-Hill.Herbert Schildt; The Complete Reference C++; Tata Mc Graw Hill.Robert Lafore; Object-oriented Programming in Turbo C++; Galgotia. Online linkshttp://msdn.microsoft.com/en-us/library/h05xxt5d(v=vs.80).aspxhttp://www.cplusplus.com/forum/beginner/6713/
79,CH080,C001,99,"92 LOVELY PROFESSIONAL UNIVERSITY Object-oriented Programming Notes Unit 5: Static Members CONTENTS Objectives Introduction 5.1 Static Member 5.1.1 Static Member Functions 5.2 The Const Keyword 5.2.1 The Class Keyword 5.3 Static Objects 5.4 Friend Functions 5.4.1 Friend Function in Empty Classes 5.4.2 Friend Function in Nested Classes 5.4.3 Friend Function in Local Classes 5.5 Summary 5.6 Keywords 5.7 Review Questions 5.8 Further Readings Objectives After studying this unit, you will be able to:  Recognize the static members  Describe the const and class keyword  Explain the static objects  Discuss the friend function Introduction Static data members of a class in namespace scope have external linkage. Static data members follow the usual class access rules, except that they can be initialized in file scope. Static data members and their initializers can access other static private and protected members of their class. The initializer for a static data member is in the scope of the class declaring the member. A friend function is a function that is not a member of a class but has access to the class’s private and protected members. 5.1 Static Member Member data items of a class can be static. Static data members are data objects that are common to all objects of a class. They exist only once in all objects of this class. The static members are used when the information is to be shared. They can be public or private data. The main advantage Anil Sharma, Lovely Professional University"
80,CH081,C001,100,"LOVELY PROFESSIONAL UNIVERSITY93 Unit 5: Static MembersNotesof using a static member is to declare the global data which should be updated while theprogram lives in memory.When a static member is declared private, the non-member functions cannot access thesemembers. But a public static member can be accessed by any member of the class. The static datamember should be created and initialized before the main function control block begins.For example, consider the class account as follows:class account{private:int acc _no;static int balance;//static data declarationpublic:void disp(int acc _no);void getinfo( );};The static variable balance is initialized outside main() as follows:int account::balance = 0;//static data definitionConsider the following Program which demonstrates the use of static data member count. Thevariable count is declared static in the class but initialized to 0 outside the class.#include <iostream.h>#include <conio.h>class counter{private:static int count;public:void disp();};int counter::count = 0;void counter::disp(){count++cout << “The present value of count is “ << count << “\n”;}main(){counter cntl ;for(int i=0; i<5; i++)cnt1.disp();getche();}"
81,CH082,C001,101,"94 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesYou should get the following output from this program.The present value of count is 1The present value of count is 2The present value of count is 3The present value of count is 4The present value of count is 5 Did u know? What is the use of static members?A typical use of static members is for recording data common to all objects of a class. Forexample, you can use a static data member as a counter to store the number of objects of aparticular class type that are created.5.1.1Static Member FunctionsJust as data members can be static, member functions can also be static. A static function is amember function of a class and it manipulates only static data member of the class. It acts asglobal for members of its class without affecting the rest of the program. Static members servethe purpose of reducing the need for global variables by providing alternatives that are local toa class.A static member function is not a part of objects of class. It is instance dependent and can beaccessed directly by using the class name and scope resolution operator. If it is declared anddefined in a class, the keyword static should be used only in declaration part.The following program demonstrates the use of static member function which accesses staticdata. The data member count and the function disp( ) are declared static in the class counter. Butthe variable count is initialized to 0 outside the class.#lnclude <iostream.h>#lnclude <conin.h>class counter{private:static int count;public:counter(){++count;}static void disp();};int counter::count=0;void counter::disp()"
82,CH083,C001,102,"LOVELY PROFESSIONAL UNIVERSITY95 Unit 5: Static MembersNotes{cout << count << “\n”;}main(){cout << “ Number of objects created before=”;counter::disp(); //Calling function disp() belonging to class countercounter cntl, cnt2, cnt3, cnt4, cnt5;cout << “ Number of objects created recently=”;counter::disp();getche();}You should get the following output on running the program.Number of objects created before=0Number of objects created recently=5In defining static functions you should take some precautions. A static member functions cannotbe a virtual function.!Caution A static or non-static member function cannot have the same name and samearguments type.Self AssessmentFill in the blanks:1.The …………………………….. should be created and initialized before the main functioncontrol block begins.2.Class members can be declared using the ……………………. specifier static in the classmember list.3.Only one copy of the static member is shared by all …………………….. of a class in aprogram.4.When you declare an object of a class having a static member, the static member is not partof the……………………... .5.A static member function does not have a ……………………. pointer.5.2 The Const KeywordThe keyword, const (for constant), precedes the data type of a variable.Syntaxconst <data type> <name of variable> = <value>;"
83,CH084,C001,103,"96 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesExample:const float g = 9.8;cout << “The acceleration due to gravity is” << g << “m/s2”;g=g+4; // ERROR!! Const variables cannot be modified.The const keyword specifies that the values of the variable will not change throughout theprogram. This prevents the programmer from changing the value of variable, like the one in theexample given above. If the keyword, const, has been used while defining the variable, thecompiler will report an error if the programmer tries to modify it.5.2.1The Class KeywordSyntax for the class keyword is as follows.class class_name{// access control keywords here// class variables and methods declared here};You use the class keyword to declare new types. A class is a collection of class member data,which are variables of various types, including other classes. The class also contains classfunctions—or methods—which are functions used to manipulate the data in the class and toperform other services for the class. You define objects of the new type in much the same way inwhich you define any variable. State the type (class) and then the variable name (the object). Youaccess the class members and functions by using the dot (.) operator. You use access controlkeywords to declare sections of the class as public or private. The default for access control isprivate. Each keyword changes the access control from that point on to the end of the class oruntil the next access control keyword. Class declarations end with a closing brace and a semicolon.Example:class Cat{public:unsigned int Age;unsigned int Weight;void Meow();};Cat Frisky;Frisky.Age = 8;Frisky.Weight = 18;Frisky.Meow();"
84,CH085,C001,104,"LOVELY PROFESSIONAL UNIVERSITY97 Unit 5: Static MembersNotesExample:class Car{public: // the next five are publicvoid Start();void Accelerate();void Brake();void SetYear(int year);int GetYear();private: // the rest is privateint Year;Char Model [255];}; // end of class declarationCar OldFaithful; // make an instance of carint bought; // a local variable of type intOldFaithful.SetYear(84) ; // assign 84 to the yearbought = OldFaithful.GetYear(); // set bought to 84OldFaithful.Start(); // call the start method5.3Static Objects1.A static object is a class all of whose members (functions and data) are declared static. E.g.,(source file)public class Static Example {static double x; // Static datastatic void printx () // Static method{System.out.println (“x = “ + x);}public static void main (String[] argv){x = 5.34;"
85,CH086,C001,105,"98 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesprintx ();}}2.A static object is really just an encapsulation of data and related functions.3.A static object does not have to have a main function, but to be useful it typically has atleast one public function that can be called from somewhere else. Task By default, an object or variable that is defined outside all blocks has static durationand external linkage. Justify.Self AssessmentFill in the blanks:6.Static duration means that the object or variable is allocated when the program starts andis …………………………. when the program ends.7.You cannot declare the members of a ………………… as static.8.The threads invoking methods on static objects must wait until the object is fully……………………. .9.A class is a collection of ……………………….., which are variables of various types,including other classes.10.A member function definition begins with the name of the class, followed by two colons,the name of the………………………………, and its parameters.5.4Friend FunctionsObject oriented programming paradigm secures data because of the data hiding and dataencapsulation features. Data members declared as private in a class are restricted from access bynon-member functions. The private data values can be neither read nor written by non-memberfunctions. Any attempt made directly to access these members, will result in an error message as“inaccessible data-type” during compilation.The best way to access a private data member by a non-member function is to change a privatedata member to a public group. But this goes against the concept of data hiding and dataencapsulation. A special mechanism available known as friend function allows non-memberfunctions to access private data. A friend function may be either declared or defined within thescope of a class definition. The keyword friend informs the compiler that it is not a memberfunction nor the property of the class.The general syntax of the friend function is:friend <return_type> <function_name>(argument list);friend is a keyword. A friend declaration is valid only within or outside the class definition. Thefollowing code snippet shows how a friend function is defined.class sample{"
86,CH087,C001,106,"LOVELY PROFESSIONAL UNIVERSITY99 Unit 5: Static MembersNotesprivate:int x;public:void getdata( );friend void disp(sample abc);//friend function};void disp(sample abc)// non-member function without scope::operator{cout << “value of x =”<< abc.x;cout << endl;} Notes Note that the function is declared as friend in the class and is defined outside theclass. The keyword friend should not be in both the function declaration and definition.The friend declaration is unaffected by its location in the class. It can be declared either ina public or a private section, which does not affect its access right.Example: The following declarations of a friend function are valid:1.The friend function disp( ) is declared in the public groupclass sample{private :int x;public:void getdata( );friend void disp( );};2.The friend function disp( ) is declared in the private groupclass sample{ private:int x;friend void disp(); public:void getdata( );};"
87,CH088,C001,107,"100 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesSince private data members are available only to the particular class and not to any other part ofthe program, a non-member function cannot access these private data. Therefore, the friendfunction is a special type of function which is used to access the private data of any class. In otherwords, they are defined as non-member functions with the ability to modify data directly or tocall function members that are not part of the public interface. The friend class has the right toaccess as many members of its class. As a result the level of privacy of the data encapsulation getsreduced. Only if it is necessary to access the private data by non-member functions, then a classmay have a friend function, otherwise it is not necessary. Did u know? Is friend function a member of a class?A friend function is a function that is not a member of a class but has access to the class’sprivate and protected members.Let us look at a sample program given below to access the private data of a class by non-memberfunctions through friend function. The program declares a private class example representingvariable x and function to input the value for the same. The friend function to display the valueof x takes an object as argument with the help of which private variable x can be accessed.#include <iostream.h>#include <conio.h>class example{private:int x; .public:void getdata(){cout << “Enter the value ofx”<< “\n”;cin >> x;}friend void disp(example);};void disp(example eg){ cout << “Display the entered number”<< eg.x<< “\n”;}main(){ example egl;eg1.getdata();disp(eg1);getche();}"
88,CH089,C001,108,"LOVELY PROFESSIONAL UNIVERSITY101 Unit 5: Static MembersNotesYou should see the following output.Enter the value of x4Display the entered number 4There are also other areas of application for friend function. The friend function can also bedefined within the scope of a class definition itself. Friend function may also have inline memberfunctions. If the friend function is defined in the class, then the inline code substitution is doneautomatically. But if defined outside the class, then it is necessary to precede the return type withthe keyword inline to make the inline code substitution.The following program accesses the private data of a class through a friend function where thefriend function is defined with inline code substitution.#include <conio.h>class example{private:int x;public:inline void getdata();friend void disp(example);};inline void example::getdata(){cout <<“Enter the value of x “ << “\n”;cin >> x;}inline void disp(example eg)//Note the use of the keyword inline{ cout << “Display the entered number” << eg.x << “\n”;}main(){ example eg1 ;eg1.getdata();disp(eg1);getche();}"
89,CH090,C001,109,"102 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesYou should see the output as shown below:Enter the value of x20Display the entered number 20One class can be friendly with another class. Consider two classes, first and second. If the classfirst is friendly with the other class second, then the private data members of the class first arepermitted to be accessed by the public members of the class second. But on the other hand, thepublic member functions of the class first cannot access the private members of the class second. Task The friend declaration can be placed anywhere in the class declaration. Explain.The following program demonstrates how a class one has granted its friendship to the class two.The class two is declared friendly in the class one.#include <iostream.h>#include <conio.h> .class one{ friend class two;private:int x;public:void getdata();};class two{public:void disp(one); .};inline void one::getdata(){ cout <<“Enter a number” ;cin>>x;}inline void two::disp(one obj){int x;"
90,CH091,C001,110,"LOVELY PROFESSIONAL UNIVERSITY 103 Unit 5: Static Members Notescout <<“Entered number is “; cout << obj.x; } void main() { one obj1; two obj2; obj1.getdata(); obj2.disp(objl); getche(); } You should see the output as shown below: Enter a number 25 Entered number is 25 Though the class first has granted its friendship to the class second, it cannot access the private data of the class second through its public member function display( ) of the class first. A non-member function can be friendly with one or more classes. When a function has declared to have friendship with more than one class, the friend classes should have forward declaration as it needs to access the private members of both classes. The general syntax of declaring the same friend function with more than one class is: class second; class first { private: //data members; //member functions; public: . //data members; //member functions; friend <return_type> <fname>(class first, class second. . ..); }; class second { private: //data members; //member functions; public: //data members;"
91,CH092,C001,111,"104 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes//member functions;friend <return_type> <fname>(class first, class second. . ..);};The following program demonstrates the use of the friend function which is friendly to twoclasses. The function seem to calculate the sum of two objects is declared friendly in both theclasses.#include <iostream.h>#include <conio.h>class two;class one{intx;public:void getdata(){cout <<“Enter the value for x “;cin >>x;}void disp(){ cout<< “The value of x entered is “<< x <<“\n”.}friend int sum( one,two);};class two{inty;public:void getdata(){cout <<“Enter the value for y “;cin>>y;}void disp(){cout<< “The value of y entered is”<< y<< “\n”;}friend int sum(one, two);};"
92,CH093,C001,112,"LOVELY PROFESSIONAL UNIVERSITY105 Unit 5: Static MembersNotesint sum(one obj1,two obj2){return(objl.x + obj2.y);}void main(){one obj11;two obj22;obj11.getdata();obj11.disp();obj22.getdata();obj22.disp();cout<< “the sum of two private data variables x and y is”;int tot = sum(obj 11,obj22);cout <<tot;getche(); .}You should see the output as shown below.Enter the value for x 20The value of x entered is 20Enter the value for y 11the value of y entered is 11the sum of two private data variables x & y is 31 Notes Note the forward declaration of class second. The non-member function sum() isdeclared friendly to class first and class second.5.4.1Friend Function in Empty Classes#include <iostream>using namespace std;class MyClass { int a, b;public: MyClass(int i, int j) { a=i; b=j; } friend int friendFunction(MyClass x); // a friend function};"
93,CH094,C001,113,"106 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes// friendFunction() is a not a member function of any class.int friendFunction(MyClass x){ /* Because friendFunction() is a friend of MyClass, it can directly access a and b. */ int max = x.a < x.b ? x.a : x.b; return max;}int main(){ MyClass n(18, 111); cout << “friendFunction(n) is “ << friendFunction(n) << “\n”; return 0;}friendFunction(n) is 185.4.2Friend Function in Nested ClassesFriend functions declared in a nested class are considered to be in the scope of the nested class,not the enclosing class. Therefore, the friend functions gain no special access privileges tomembers or member functions of the enclosing class. If you want to use a name that is declaredin a nested class in a friend function and the friend function is defined in file scope, use qualifiedtype names as follows:// friend_functions_and_nested_classes.cpp#include <string.h>char *rgszMessage[255];class BufferedIO{public: class BufferedInput { public: friend int GetExtendedErrorStatus(); static char *message; int iMsgNo; };};char *BufferedIO::BufferedInput::message;int GetExtendedErrorStatus()"
94,CH095,C001,114,"LOVELY PROFESSIONAL UNIVERSITY107 Unit 5: Static MembersNotes{ int iMsgNo = 1; // assign arbitrary value as message number strcpy( BufferedIO::BufferedInput::message, rgszMessage[iMsgNo] ); return iMsgNo;}int main(){}The preceding code shows the function GetExtendedErrorStatus declared as a friend function. Inthe function, which is defined in file scope, a message is copied from a static array into a classmember. Note that a better implementation ofGetExtendedErrorStatus is to declare it as:int GetExtendedErrorStatus( char *message )With the preceding interface, several classes can use the services of this function by passing amemory location where they want the error message copied. Task The friend function has access to the private data member of the Point object itreceives as a parameter. Analyse.5.4.3Friend Function in Local ClassesThe name of a friend function or class first introduced in a friend declaration is not in the scopeof the class granting friendship (also called the enclosing class) and is not a member of the classgranting friendship.The name of a function first introduced in a friend declaration is in the scope of the first nonclassscope that contains the enclosing class. The body of a function provided in a friend declarationis handled in the same way as a member function defined within a class. Processing of thedefinition does not start until the end of the outermost enclosing class. In addition, unqualifiednames in the body of the function definition are searched for starting from the class containingthe function definition.If the name of a friend class has been introduced before the friend declaration, the compilersearches for a class name that matches the name of the friend class beginning at the scope of thefriend declaration. If the declaration of a nested class is followed by the declaration of a friendclass with the same name, the nested class is a friend of the enclosing class.The scope of a friend class name is the first nonclass enclosing scope. For example:class A { class B { // arbitrary nested class definitions friend class C; };};is equivalent to:"
95,CH096,C001,115,"108 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesclass C;class A { class B { // arbitrary nested class definitions friend class C; };};If the friend function is a member of another class, you need to use the scope resolution operator(::).Example:class A {public: int f() { }};class B { friend int A::f();};Friends of a base class are not inherited by any classes derived from that base class. The followingexample demonstrates this:class A { friend class B; int a;};class B { };class C : public B { void f(A* p) {// p->a = 2; }};The compiler would not allow the statement p->a = 2 because class C is not a friend of class A,although C inherits from a friend of A.Friendship is not transitive. The following example demonstrates this:class A { friend class B; int a;};class B { friend class C;"
96,CH097,C001,116,"LOVELY PROFESSIONAL UNIVERSITY109 Unit 5: Static MembersNotes};class C { void f(A* p) {// p->a = 2; }};The compiler would not allow the statement p->a = 2 because class C is not a friend of class A,although C is a friend of A.If you declare a friend in a local class, and the friend’s name is unqualified, the compiler willlook for the name only within the innermost enclosing nonclass scope. You must declare afunction before declaring it as a friend of a local scope. You do not have to do so with classes. Notes Note that a declaration of a friend class will hide a class in an enclosing scope withthe same name.The following example demonstrates this:class X { };void a();void f() { class Y { }; void b(); class A { friend class X; friend class Y; friend class Z;// friend void a(); friend void b();// friend void c(); }; ::X moocow;// X moocow2;}In the above example, the compiler will allow the following statements:1.friend class X: This statement does not declare ::X as a friend of A, but the local class X as afriend, even though this class is not otherwise declared.2.friend class Y: Local class Y has been declared in the scope of f().3.friend class Z: This statement declares the local class Z as a friend of A even though Z is nototherwise declared."
97,CH098,C001,117,"110 LOVELY PROFESSIONAL UNIVERSITY Object-oriented Programming Notes 4. friend void b(): Function b() has been declared in the scope of f(). 5. ::X moocow: This declaration creates an object of the nonlocal class ::X. The compiler would not allow the following statements: 1. friend void a(): This statement does not consider function a() declared in namespace scope. Since function a() has not been declared in the scope of f(), the compiler would not allow this statement. 2. friend void c(): Since function c() has not been declared in the scope off(), the compiler would not allow this statement. 3. X moocow2: This declaration tries to create an object of the local class X, not the nonlocal class ::X. Since local class X has not been defined, the compiler would not allow this statement.  Caselet History of a Hi-tech City (Bengaluru) “To establish, maintain, conduct, provide, procure or make available services of every kind including commercial, statistical, financial, accountancy, medical, legal, management, educational, engineering, data processing, communication and other technological, social or other services.” “To carry on the business as importer, exporter, buyers, lessors, and sellers of and dealers in all types of electronic components and equipments necessary for attaining the above objects.” Thus reads a portion of a section titled ‘the main objects of the company, as set out in the memorandum of association,’ in The Birth of the Infosys Saga, a chapter included by Narendar Pani, Sindhu Radhakrishna and Kishor G. Bhat in Bengaluru, Bangalore, Bengaluru (www.sagepublications.com). Another excerpt from ‘Infosys IPO Prospectus 1993’ is about DMAP (distributor management application package), which addresses ‘the MIS needs of a distributor of consumer products,’ by handling ‘sales order processing, customer service, accounts receivable, allocation, invoicing, warehouse management, purchasing, inventory, sales analysis and forecasting.’ The package, with over 600 programs and running on IBM AS/400, is used by Reebok, informs the description. Three Segments Under ‘marketing’ one reads about the three major segments from which Indian software companies derive business _ on-site services, turnkey projects, and products/ packages. “On-site is a low technology business involving selection of software personnel with appropriate educational qualifications and experience in developing software on the desired hardware platforms and sending them abroad to work on-site at client locations. A large number of software companies in India are in this segment of business.” Turnkey project management, the second segment, involves understanding of the clients’ requirements, estimation of effort, time, resource input (both hardware installation and software personnel), data communication, and developing high quality software on Contd..."
98,CH099,C001,119,"112 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesBug TrackingAnother situation is of a product support project, in which the team found the number ofreported bugs to be high owing to the complexity of the system, new releases and features.“It was difficult to track the status and progress of each bug since the backlog of defectswas high…”Here comes the relevance of a bug tracking system, a database containing the entirehistory of the bug, as the author instructs. The system – with info about priority, author,owner, target release, abstract and so on – can be updated through mails based on the bugID, and communicated automatically to the identified recipients, he adds.“The mails keep the team updated on the new bugs and the respective solutions. Includethis as a process improvement so that the projects would have an automated bug trackingsystem for education and information seeding,”.Comfort LevelsMantra six calls for steering the comfort levels, such as enhancing the delight level of endcustomers. Sample this context, described by Rao: The customer, a bank, wanted toimplement new software but wanted to retain the existing front-ends as the end userswere comfortable with the same.The software vendor began by seeking feedback from the users in the bank; finding thatthe user community was conversant and comfortable with the old screens, the vendorcollected data from the front-ends of the old application and transferred the same to thedatabase of the new application. “Once the data transfer was completed, it was processed to retain the same front-ends onthe new application. All this ran transparently.” And the outcome, Rao concludes, was thatend-users’ comfort level could be kept very high, as they did not see any changes on thefront-end screens of the new application.Instructive ReadFive Generations of Programming LanguageThe Visual Studio development environment is ‘an extremely powerful fifth-generationtool,’ says Rod Stephens in Visual Basic 2010: Programmer’s reference(www.wileyindia.com).“It provides graphical editors to make building forms and editing properties easy andintuitive; IntelliSense to help developers remember what to type next; auto-completionso developers can use meaningful variable names without needing to waste time typingthem completely by hand; tools that show call hierarchies indicating which routines callwhich others; and breakpoints, watches, and other advanced debugging tools that makebuilding applications easier,” he describes.Fifth-generation languages or 5GLs emphasise on the development environment ratherthan the language itself; they provide powerful, highly graphical developmentenvironments to allow developers to use the underlying language in more sophisticatedways, informs the author in a discussion of the different generations.1-2-3-4The previous generation, of the 4GLs, was of ‘natural languages’ such as SQL. They letdevelopers use a language that is sort of similar to a human language to executeprogramming tasks, explains Stephens. “For example, the SQL statement ‘SELECT * FROMContd..."
99,CH100,C001,120,"LOVELY PROFESSIONAL UNIVERSITY113 Unit 5: Static MembersNotesCustomers WHERE Balance > 50’ tells the database to return information about customersthat owe more than $50.”Examples of 3GLs are Pascal and FORTRAN, which provided elements such as subroutines,loops, and data structures. And the 2GL was assembly language, providing terse mnemonicsfor machine instructions. At the beginning, as you would have guessed by now, was thelanguage of 0s and 1s, the machine language. “You actually had to program some earlycomputers by painstakingly toggling switches to enter 0s and 1s!”Self AssessmentFill in the blanks:11.A friend function is declared by the class that is granting …………….. .12.The friend declaration can be placed ………………….. in the class declaration.13.To declare a friend function, simply use the ………………….. keyword in front of theprototype of the function you wish to be a friend of the class.14.A function can be a friend of more than one class at the………………... .15.It is also possible to make an entire class a ………………… of another class.5.5SummaryMember data items of a class can be static. Static data members are data objects that arecommon to all objects of a class.They exist only once in all objects of this class.The static members are used when the information is to be shared.They can be public or private data. The main advantage of using a static member is todeclare the global data which should be updated while the program lives in memory.A static member function is not a part of objects of class.It is instance dependent and can be accessed directly by using the class name and scoperesolution operator.If it is declared and defined in a class, the keyword static should be used only in declarationpart.The friend function is written as any other normal function, except the function declarationof these functions is preceded with the keyword friend.The friend function must have the class to which it is declared as friend passed to it inargument.5.6KeywordsFriend Function: A function which is not a member of a class but which is given special permissionto access private and protected members of the class.Static Data Members: Static data members are data objects that are common to all objects of aclass.Static Member Functions: Functions that can access only the static members."
100,CH101,C001,121,"114 LOVELY PROFESSIONAL UNIVERSITY Object-oriented Programming Notes 5.7 Review Questions 1. Why did C++ add the class keyword? 2. The const keyword specifies that the values of the variable will not change throughout the program. Analyze. 3. “The static keyword can be used to declare variables, functions, class data members and class functions”. Justify with an example. 4. Does friend function violate encapsulation? Explain with an example. 5. What are the some advantagesd or isadvantages of using friend functions? 6. What does it mean that “friendship isn’t inherited, transitive, or reciprocal”? 7. “Should my class declare a member function or a friend function?” Do you agree with this statement? Why or why not. Justify you answers with an example. 8. “A friend function is a function that can access the private members of a class as though it were a member of that class”. Explain. 9. Write a program which is using the friend function in the nested classes and local classes. 10. Discuss why a friend function is used for accessing the non-public members of a class. Answers: Self Assessment 1. static data member 2. storage class 3. objects 4. class object 5. this 6. deallocated 7. union 8. constructed 9. class member data 10. function 11. access 12. anywhere 13. friend 14. same time 15. friend 5.8 Further Readings Online links http://en.wikipedia.org/wiki/Friend_function http://publib.boulder.ibm.com/infocenter/comphelp/v8v101/topic/ com.ibm.xlcpp8a.doc/language/ref/cplr038.htm"
101,CH102,C001,122,"LOVELY PROFESSIONAL UNIVERSITY 115 Unit 6: Constructors and Destructors NotesUnit 6: Constructors and Destructors CONTENTS Objectives Introduction 6.1 Need for Constructor and Destructor 6.1.1 Constructor 6.1.2 Destructor 6.2 Copy Constructor 6.3 Dynamic Constructors 6.4 Parameterized Constructors 6.5 Constructors with Default Arguments 6.6 Destructors 6.7 Constructor/Destructor with Static Members 6.8 Summary 6.9 Keywords 6.10 Review Questions 6.11 Further Readings Objectives After studying this unit, you will be able to:  Recognize the need for constructor and destructors  Describe the copy constructor  Explain the dynamic constructor  Discuss the destructors  Explain the constructor and destructors with static members Introduction When an object is created all the members of the object are allocated memory spaces. Each object has its individual copy of member variables. However the data members are not initialized automatically. If left uninitialized these members contain garbage values. Therefore it is important that the data members are initialized to meaningful values at the time of object creation. Conventional methods of initializing data members have lot of limitations. In this unit you will learn alternative and more elegant ways initializing data members to initial values. When a C++ program runs it invariably creates certain objects in the memory and when the program exits the objects must be destroyed so that the memory could be reclaimed for further use. C++ provides mechanisms to cater to the above two necessary activities through constructors and destructors methods. Kumar Vishal, Lovely Professional University"
102,CH103,C001,123,"116 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes6.1Need for Constructor and Destructor6.1.1ConstructorConstructor is public method that is called automatically when the object of a particular class iscreated. C++ provides a default constructor method to all the classes. This constructor methodtakes no parameters. Actually the default constructor method has been defined in system.objectclass. Since every class that you create is an extension of system.object class, this method isinherited by all the classes.The default constructor method is called automatically at the time of creation of an object anddoes nothing more than initializing the data variables of the object to valid initial values. Notes A Programmer can also define constructor methods for a class if he/she so desires.While writing a constructor function the following points must be kept in mind:1.The name of constructor method must be the same as the class name in which it is defined.2.A constructor method must be a public method.3.Constructor method does not return any value.4.A constructor method may or may not have parameters.Let us examine a few classes for illustration purpose. The class abc as defined below does nothave user defined constructor method.class abc{int x,y;}main(){abc myabc;…;}The main function above an object named myabc has been created which belongs to abc classdefined above. Since class abc does not have any constructor method, the default constructormethod of C++ will be called which will initialize the member variables as:myabc.x=0andmyabc.y=0.Let us now redefine myabc class and incorporate an explicit constructor method as shownbelow:class abc"
103,CH104,C001,124,"LOVELY PROFESSIONAL UNIVERSITY117 Unit 6: Constructors and DestructorsNotes{int x,y;public:abc(int, int);}abc::abc(int a, int b){x=a;y=b;} Task ‘The constructor also usually holds the initializations of the different declaredmember variables of its object’. Explain this statement.Observed that myabc class has now a constructor defined to except two parameters of integertype. We can now create an object of myabc class passing two integer values for its construction,as listed below:main(){abc myabc(100,200);———;}In the main function myabc object is created value 100 is stored in data variable x and 200 isstored in data variable y. There is another way of creating an object as shown below.main(){myabc=abc(100,200);———;}Both the syntaxes for creating the class are identical in effect. The choice is left to the programmer.There are other possibilities as well. Consider the following class differentials:class abc{int x,y;public:abc();}"
104,CH105,C001,125,"118 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesabc::abc(){x=100;y=200;}In this class constructor has been defined to have no parameter. When an object of this class iscreated the programmer does not have to pass any parameter and yet the data variables x,y areinitialized to 100 and 200 respectively.Finally, look at the class differentials as given below:class abc{int x,y;public:abc();abc(int);abc(int, int);}abc::abc(){x=100;y=200;}abc::abc(int a){x=a;y=200;}abc::abc(int a){x=100;y=a;}Class myabc has three constructors having no parameter, one parameter and two parametersrespectively. When an object to this class is created depending on number of parameters one ofthese constructors is selected and is automatically executed."
105,CH106,C001,126,"LOVELY PROFESSIONAL UNIVERSITY119 Unit 6: Constructors and DestructorsNotes Notes Note that C++ selects one constructor by matching the signature of the methodbeing called. Also, once you define a constructor method, the default constructor isoverridden and is not available to the class. Therefore you must also define a constructormethod resembling the default constructor method having no parameters.6.1.2DestructorWhen a program no longer needs an instantiated object it destroys it. If you do not supply adestructor function, C++ supplies a default destructor for you, unknown to you. The programuses the destructor to destroy the object for you.When should you define your own destructor function? In many cases you do not need a destructorfunction. However, if your class created dynamic objects, then you need to define your owndestructor in which you will delete the dynamic objects. This is because dynamic objects cannotbe deleted on their own. So, when the object is destroyed, the dynamic objects are deleted by thedestructor function you define. Did u know?Should we explicitly call a destructor on a local variable?No!The destructor will get called again at the close } of the block in which the local wascreated. This is a guarantee of the language; it happens automatically; there’s no way tostop it from happening. But you can get really bad results from calling a destructor on thesame object a second time! Bang! You’re dead!A destructor function has the same name as the class, and does not have a returned value.However you must precede the destructor with the tilde sign, which is ~ .The following code illustrates the use of a destructor against dynamic objects:#include <iostream>using namespace std;class Calculator { public: int *num1; int *num2; Calculator(int ident1, int ident2) { num1 = new int; num2 = new int;"
